ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
ZFA:0001688	32520	60	633	4	8688	311	2	false	0.1668373434996246	1.0	4.717015404001556E-155	"corneal primordium"
ZFA:0001085	32520	104	633	6	2028	73	2	false	0.16776756100814996	1.0	1.7568622957884764E-177	"hypaxial myotome region"
ZFA:0000660	32520	2	633	1	80	7	2	false	0.1683544303797417	1.0	3.164556962025298E-4	"epural"
ZFA:0005567	32520	2197	633	88	6567	241	2	false	0.1693629789403554	1.0	0.0	"posterior segment eye"
ZFA:0000036	32520	2158	633	85	8533	306	1	false	0.17012071552753494	1.0	0.0	"liver and biliary system"
ZFA:0001581	32520	3	633	1	183	11	2	false	0.1705839672509452	1.0	9.952912769686522E-7	"ural centrum 2"
ZFA:0009004	32520	24	633	2	861	27	2	false	0.17138668965136172	1.0	3.112651746579895E-47	"trunk neural crest cell"
ZFA:0009092	32520	5	633	1	6006	224	1	false	0.1731327910105357	1.0	1.5380763290405324E-17	"exocrine cell"
ZFA:0001107	32520	1933	633	76	8655	308	3	false	0.1744691086693131	1.0	0.0	"internal gill bud"
ZFA:0000328	32520	178	633	9	2400	85	1	false	0.17447676475738189	1.0	1.0986023054304167E-274	"cephalic musculature"
ZFA:0001675	32520	259	633	15	290	15	1	false	0.17539338779820376	1.0	2.0083344328941503E-42	"ligament"
ZFA:0005469	32520	28	633	3	321	17	1	false	0.17631502381128047	1.0	6.74024597339009E-41	"hyomandibula-metapterygoid joint"
ZFA:0005737	32520	2499	633	96	7742	274	2	false	0.17632853760533415	1.0	0.0	"intestinal rod"
ZFA:0000672	32520	27	633	3	235	13	5	false	0.17650182339510112	1.0	4.928077943528703E-36	"hyomandibula"
ZFA:0009027	32520	104	633	6	7338	268	5	false	0.1795313703423167	1.0	2.047417065930142E-236	"chondroblast"
ZFA:0009361	32520	24	633	2	1635	53	1	false	0.18126605273994745	1.0	5.520080151386742E-54	"serotonergic neuron"
ZFA:0005597	32520	458	633	22	2040	81	2	false	0.18261166357760455	1.0	0.0	"median fin"
ZFA:0001499	32520	8	633	1	163	4	3	false	0.18390830147297926	1.0	9.633710332627544E-14	"esophageal epithelium"
ZFA:0005781	32520	155	633	8	7733	274	2	false	0.18419992041440536	1.0	0.0	"cloaca"
ZFA:0000858	32520	6	633	1	2129	72	1	false	0.18671176219429872	1.0	7.786477168239418E-18	"somite 8"
ZFA:0009310	32520	159	633	6	843	21	2	false	0.18803171864805113	1.0	1.5223387135628419E-176	"retinal ganglion cell"
ZFA:0005309	32520	12	633	1	120	2	2	false	0.1907563025210138	1.0	9.48509267659769E-17	"pronephric glomerular capillary"
ZFA:0005313	32520	12	633	1	120	2	2	false	0.1907563025210138	1.0	9.48509267659769E-17	"pronephric glomerular basement membrane"
ZFA:0001328	32520	1052	633	42	7655	267	2	false	0.19078445216794848	1.0	0.0	"neuromere"
ZFA:0001639	32520	135	633	7	987	35	2	false	0.19078974063793222	1.0	2.350475534959879E-170	"vascular endothelium"
ZFA:0000326	32520	21	633	3	64	5	1	false	0.193939494094836	1.0	2.4326167070834253E-17	"caudal vertebra"
ZFA:0000272	32520	1933	633	76	8533	306	1	false	0.19411450836742553	1.0	0.0	"respiratory system"
ZFA:0005576	32520	45	633	2	270	5	2	false	0.19503036830775256	1.0	2.261257311578161E-52	"ventral thalamus nucleus"
ZFA:0001472	32520	36	633	3	418	18	2	false	0.19520912177450594	1.0	7.622668759336079E-53	"anterior lateral line neuromast"
ZFA:0001466	32520	43	633	3	8652	308	2	false	0.19637514095761668	1.0	3.392641416292866E-117	"photoreceptor outer segment layer"
ZFA:0005295	32520	591	633	28	656	29	1	false	0.1966215725548395	1.0	1.746232378230183E-91	"axial blood vessel"
ZFA:0001635	32520	215	633	10	2687	92	2	false	0.19675865302240902	1.0	0.0	"intramembranous bone"
ZFA:0005026	32520	11	633	1	512	10	2	false	0.19679029726495836	1.0	7.01715538166984E-23	"primary head sinus"
ZFA:0009229	32520	3	633	1	100	7	2	false	0.19748917748917927	1.0	6.18429189857749E-6	"theca cell"
ZFA:0001479	32520	47	633	3	969	32	2	false	0.19920067479513642	1.0	3.5308797350175247E-81	"lateral line nerve"
ZFA:0000529	32520	966	633	40	7540	273	4	false	0.2001220945487594	1.0	0.0	"kidney"
ZFA:0000035	32520	588	633	25	8652	308	3	false	0.2024021965580269	1.0	0.0	"lens"
ZFA:0000476	32520	36	633	3	387	17	5	false	0.20308517755661776	1.0	1.388668492983479E-51	"branchiostegal ray"
ZFA:0001058	32520	426	633	18	1488	52	3	false	0.20529972190970047	1.0	0.0	"caudal fin"
ZFA:0001579	32520	3	633	1	122	9	2	false	0.20696382603984573	1.0	3.3870749220973707E-6	"ural vertebra 2"
ZFA:0001583	32520	3	633	1	122	9	2	false	0.20696382603984573	1.0	3.3870749220973707E-6	"preural centrum 1+ ural centrum 1"
ZFA:0005435	32520	18	633	2	694	33	1	false	0.2090908865959102	1.0	5.7336431083611946E-36	"actinotrichium"
ZFA:0001215	32520	286	633	13	7681	271	2	false	0.21014478887402832	1.0	0.0	"thalamus"
ZFA:0009306	32520	130	633	7	6006	224	2	false	0.21100251172022122	1.0	1.604449780625096E-271	"neuroepithelial cell"
ZFA:0000567	32520	5	633	1	325	15	4	false	0.21161401717442435	1.0	3.4134177964722954E-11	"premaxilla"
ZFA:0000207	32520	577	633	24	2400	85	1	false	0.21192752168438594	1.0	0.0	"fin musculature"
ZFA:0005771	32520	1202	633	48	8652	308	2	false	0.21262387456015797	1.0	0.0	"ectomesenchyme"
ZFA:0001513	32520	6	633	1	3320	130	2	false	0.2132521899725357	1.0	5.400913882181626E-19	"dermomyotome"
ZFA:0009344	32520	10	633	3	16	3	2	false	0.2142857142857145	1.0	1.2487512487512488E-4	"precursor B cell"
ZFA:0000974	32520	7	633	1	2129	72	1	false	0.21429384091434384	1.0	2.5673735363974853E-20	"somite 10"
ZFA:0000975	32520	7	633	1	2129	72	1	false	0.21429384091434384	1.0	2.5673735363974853E-20	"somite 13"
ZFA:0000983	32520	7	633	1	2129	72	1	false	0.21429384091434384	1.0	2.5673735363974853E-20	"somite 9"
ZFA:0001372	32520	18	633	2	558	27	3	false	0.21452078203379882	1.0	3.0709371918624413E-34	"pancreatic duct"
ZFA:0000252	32520	31	633	2	211	6	1	false	0.21478292043194203	1.0	7.398235017837578E-38	"optic tract"
ZFA:0001213	32520	136	633	7	8681	311	2	false	0.2150915355095283	1.0	2.3963348554701913E-303	"presumptive rhombomere 3"
ZFA:0009031	32520	43	633	3	6006	224	3	false	0.21519063062855276	1.0	2.3303875990896193E-110	"osteoblast"
ZFA:0001198	32520	67	633	4	8652	308	2	false	0.21526844066361114	1.0	7.698590711559918E-170	"adenohypophyseal placode"
ZFA:0000570	32520	2346	633	90	8652	308	2	false	0.2162907486395541	1.0	0.0	"optic primordium"
ZFA:0009036	32520	89	633	5	5413	195	5	false	0.2165951969200164	1.0	1.8097676669141637E-196	"blood vessel endothelial cell"
ZFA:0005777	32520	5	633	1	44	2	2	false	0.21670190274841367	1.0	9.208035299924296E-7	"sympathetic neuron"
ZFA:0000242	32520	965	633	37	10782	362	1	false	0.2182887843547854	1.0	0.0	"male organism"
ZFA:0009303	32520	16	633	2	89	5	1	false	0.21857247395551577	1.0	5.665588842753841E-18	"endothelial tip cell"
ZFA:0000998	32520	16	633	2	271	15	1	false	0.2188614202775608	1.0	3.883231769975359E-26	"mesenchyme derived from head mesoderm"
ZFA:0000050	32520	2335	633	90	8689	311	3	false	0.21900879175864446	1.0	0.0	"optic vesicle"
ZFA:0009315	32520	30	633	2	679	20	2	false	0.21957176787449328	1.0	5.622324968678942E-53	"horizontal cell"
ZFA:0001069	32520	470	633	20	7688	271	2	false	0.21992146805170854	1.0	0.0	"ventral fin fold"
ZFA:0000382	32520	197	633	9	10807	364	1	false	0.2202585997844999	1.0	0.0	"acellular anatomical structure"
ZFA:0001297	32520	26	633	2	85	3	1	false	0.22046167864736962	1.0	1.9853621038135876E-22	"vagal placode 1"
ZFA:0005756	32520	4	633	1	18	1	1	false	0.2222222222222228	1.0	3.26797385620917E-4	"secondary islet"
ZFA:0005141	32520	7	633	1	7681	271	3	false	0.22239391501719993	1.0	3.2040101640061093E-24	"tooth pulp"
ZFA:0005039	32520	25	633	2	8652	308	2	false	0.22298953036771887	1.0	5.995230682826288E-74	"anterior lateral mesoderm"
ZFA:0005757	32520	7	633	1	8652	308	2	false	0.22417179803193854	1.0	1.3920964884256228E-24	"mid diencephalic organizer"
ZFA:0001467	32520	7	633	1	5824	208	2	false	0.224856540319399	1.0	2.225602092096576E-23	"pharyngeal mesoderm"
ZFA:0000249	32520	8	633	1	1177	37	2	false	0.22609022741858745	1.0	1.1211465754783293E-20	"cranial nerve I"
ZFA:0009003	32520	125	633	6	1908	63	2	false	0.22755352224738357	1.0	1.0143506954289094E-199	"cranial neural crest cell"
ZFA:0009022	32520	81	633	8	629	46	2	false	0.2283199914955107	1.0	2.5800570020349848E-104	"megakaryocyte erythroid progenitor cell"
ZFA:0005620	32520	183	633	11	694	33	1	false	0.22927974077606433	1.0	3.910385098515794E-173	"endochondral element"
ZFA:0009238	32520	182	633	8	1636	53	2	false	0.2298060085066787	1.0	2.856799680240879E-247	"afferent neuron"
ZFA:0001064	32520	1050	633	42	2309	84	2	false	0.23022664624757605	1.0	0.0	"rhombomere"
ZFA:0000863	32520	113	633	6	6299	230	2	false	0.23085764089119049	1.0	2.9495796256526137E-245	"dermatocranium"
ZFA:0000509	32520	739	633	30	7681	271	2	false	0.23223840407729054	1.0	0.0	"epithalamus"
ZFA:0009142	32520	16	633	3	112	12	2	false	0.23265808853363054	1.0	1.0508279063193633E-19	"B cell"
ZFA:0001424	32520	209	633	10	6299	230	2	false	0.23295188209964962	1.0	0.0	"chondrocranium"
ZFA:0009029	32520	7	633	1	6006	224	3	false	0.2337147880932749	1.0	1.7941233633214246E-23	"odontoblast"
ZFA:0009401	32520	7	633	1	6006	224	2	false	0.2337147880932749	1.0	1.7941233633214246E-23	"lens fiber cell"
ZFA:0009071	32520	75	633	3	618	14	4	false	0.23541678715673536	1.0	1.2706955077319214E-98	"Purkinje cell"
ZFA:0001208	32520	116	633	6	8681	311	2	false	0.23614998372530238	1.0	9.810332250594812E-267	"presumptive rhombomere 2"
ZFA:0001256	32520	26	633	2	8652	308	2	false	0.23627979600731525	1.0	1.8068389678092662E-76	"lateral floor plate"
ZFA:0000789	32520	623	633	26	5387	194	2	false	0.23744732870742438	1.0	0.0	"mesoderm pectoral fin bud"
ZFA:0005465	32520	48	633	4	321	17	1	false	0.23871643581415555	1.0	2.450077320698885E-58	"ceratohyal-branchiostegal ray joint"
ZFA:0005136	32520	6	633	1	70	3	2	false	0.23887468030690287	1.0	7.626835126167025E-9	"inner dental epithelium"
ZFA:0000316	32520	5	633	1	340	18	3	false	0.23938621572519114	1.0	2.7202996914735856E-11	"basihyal bone"
ZFA:0005153	32520	5	633	1	321	17	1	false	0.23953570265030322	1.0	3.632864252262658E-11	"synovial joint"
ZFA:0005475	32520	5	633	1	321	17	1	false	0.23953570265030322	1.0	3.632864252262658E-11	"inter-premaxillary joint"
ZFA:0000083	32520	624	633	26	5387	194	1	false	0.24005775896996512	1.0	0.0	"ventral mesoderm"
ZFA:0000726	32520	8	633	1	2129	72	1	false	0.24095305083598778	1.0	9.679070825247427E-23	"somite 14"
ZFA:0000851	32520	8	633	1	2129	72	1	false	0.24095305083598778	1.0	9.679070825247427E-23	"somite 12"
ZFA:0005624	32520	185	633	11	694	33	1	false	0.24145326441374737	1.0	5.107613244059595E-174	"replacement element"
ZFA:0000292	32520	2941	633	114	6827	251	1	false	0.24227909118774668	1.0	0.0	"surface structure"
ZFA:0000912	32520	8	633	1	2865	98	2	false	0.24329662847795797	1.0	8.96957024338688E-24	"mesenchyme median fin fold"
ZFA:0005902	32520	4	633	1	149	10	2	false	0.24484659001790648	1.0	5.0709936576576546E-8	"pterygoid process"
ZFA:0000563	32520	571	633	24	1434	53	3	false	0.245279554593617	1.0	0.0	"pectoral fin musculature"
ZFA:0009088	32520	138	633	17	291	31	1	false	0.24663882949326638	1.0	7.90762692818E-87	"professional antigen presenting cell"
ZFA:0000045	32520	2148	633	82	8652	308	2	false	0.24770686261351943	1.0	0.0	"neural crest"
ZFA:0007082	32520	2148	633	82	8652	308	2	false	0.24770686261351943	1.0	0.0	"neural plate border"
ZFA:0005661	32520	8	633	1	7681	271	3	false	0.24985433318706884	1.0	3.3401200562805806E-27	"olfactory bulb glomerulus"
ZFA:0001170	32520	1	633	1	4	1	1	false	0.25000000000000006	1.0	0.25000000000000006	"vertebra 4"
ZFA:0000243	32520	413	633	18	6375	233	3	false	0.2503916863327086	1.0	0.0	"neuromast"
ZFA:0007066	32520	27	633	2	1454	52	1	false	0.25106099607091237	1.0	5.6653481919634856E-58	"glossopharyngeal neural crest"
ZFA:0009253	32520	131	633	14	205	19	2	false	0.25177074547997147	1.0	1.0308578422821223E-57	"promonocyte"
ZFA:0005140	32520	8	633	1	8652	308	2	false	0.25181264085876154	1.0	1.2882327249944399E-27	"dental papilla"
ZFA:0009324	32520	238	633	20	629	46	2	false	0.2523610830013844	1.0	1.9929687619809183E-180	"myeloid cell"
ZFA:0009365	32520	9	633	1	2201	70	3	false	0.25280025286426605	1.0	3.0429528273119926E-25	"interneuromast cell"
ZFA:0001114	32520	5420	633	204	6827	251	1	false	0.2532167985082419	1.0	0.0	"head"
ZFA:0000738	32520	8	633	1	2030	73	2	false	0.2543512557723767	1.0	1.4175875149648116E-22	"dorsal oblique extraocular muscle"
ZFA:0000861	32520	8	633	1	2030	73	2	false	0.2543512557723767	1.0	1.4175875149648116E-22	"ventral oblique extraocular muscle"
ZFA:0005509	32520	48	633	3	6299	230	2	false	0.2551714310756149	1.0	6.40972732151049E-122	"palate"
ZFA:0001093	32520	3852	633	133	12143	399	1	false	0.2571672508954083	1.0	0.0	"unspecified"
ZFA:0001122	32520	7607	633	275	8652	308	1	false	0.2588463493906437	1.0	0.0	"primary germ layer"
ZFA:0001079	32520	865	633	33	7458	253	2	false	0.25952229940860755	1.0	0.0	"blood vasculature"
ZFA:0001216	32520	1200	633	48	6300	230	3	false	0.26073463722650536	1.0	0.0	"splanchnocranium"
ZFA:0009349	32520	16	633	3	142	16	2	false	0.26087355479328517	1.0	1.8414017475799974E-21	"pro-B cell"
ZFA:0001162	32520	51	633	3	1488	52	3	false	0.26232247697000166	1.0	5.811731956078163E-96	"anal fin"
ZFA:0000109	32520	2564	633	95	7862	275	3	false	0.2628105455245443	1.0	0.0	"forebrain"
ZFA:0000153	32520	25	633	2	1052	42	2	false	0.2632697933340994	1.0	5.822013416553552E-51	"rhombomere 8"
ZFA:0005227	32520	417	633	18	6375	233	2	false	0.26350197634567335	1.0	0.0	"protoneuromast"
ZFA:0001400	32520	231	633	14	442	23	3	false	0.2639420535730362	1.0	3.6466551954356656E-132	"ceratohyal cartilage"
ZFA:0001591	32520	183	633	11	589	29	3	false	0.26533915852552636	1.0	8.748966095370335E-158	"endochondral bone"
ZFA:0001214	32520	28	633	2	8681	311	2	false	0.26534558708997436	1.0	1.671545851271662E-81	"presumptive rhombomere 8"
ZFA:0000733	32520	9	633	1	2129	72	1	false	0.2667198496759387	1.0	4.10710218893103E-25	"somite 7"
ZFA:0000982	32520	9	633	1	2129	72	1	false	0.2667198496759387	1.0	4.10710218893103E-25	"somite 6"
ZFA:0001296	32520	29	633	2	85	3	1	false	0.2671863926293481	1.0	2.231539920432737E-23	"glossopharyngeal placode"
ZFA:0000122	32520	743	633	30	8689	311	3	false	0.2685987684252557	1.0	0.0	"lens placode"
ZFA:0000066	32520	69	633	4	4081	156	2	false	0.26983987510379537	1.0	2.1952236874503336E-151	"proctodeum"
ZFA:0001189	32520	64	633	5	195	11	2	false	0.2715189138106675	1.0	4.1472791556919516E-53	"vertebra"
ZFA:0001232	32520	28	633	2	6291	230	3	false	0.2730642765483572	1.0	1.3999827708862752E-77	"pharyngeal arch 5 skeleton"
ZFA:0001301	32520	27	633	2	78	3	3	false	0.2737525632262373	1.0	1.4914791800778399E-21	"glossopharyngeal ganglion"
ZFA:0005619	32520	50	633	3	1452	53	2	false	0.2741373129586503	1.0	5.693491868176263E-94	"skeletal tissue"
ZFA:0001498	32520	135	633	7	321	13	1	false	0.27451862182832787	1.0	3.0371179409862627E-94	"simple squamous epithelium"
ZFA:0001230	32520	28	633	2	6294	231	3	false	0.2745520423439102	1.0	1.381378593374393E-77	"pharyngeal arch 6 skeleton"
ZFA:0005025	32520	104	633	5	910	31	5	false	0.2749717744473943	1.0	8.539855482997405E-140	"dorsal longitudinal anastomotic vessel"
ZFA:0005668	32520	9	633	1	7681	271	2	false	0.2763484652997974	1.0	3.917774078780285E-30	"olfactory bulb protoglomerulus"
ZFA:0000200	32520	46	633	4	81	5	2	false	0.27641638717587624	1.0	9.808206476270956E-24	"dorsal root ganglion"
ZFA:0001229	32520	96	633	5	6293	231	3	false	0.27658642147372925	1.0	4.1911059209636667E-215	"pharyngeal arch 7 skeleton"
ZFA:0001293	32520	9	633	1	7849	278	3	false	0.27726837542990235	1.0	3.224235187172093E-30	"posterior kidney"
ZFA:0001685	32520	9	633	1	8652	308	2	false	0.27847179247721604	1.0	1.3412881218048721E-30	"corneal stroma"
ZFA:0000653	32520	125	633	6	7681	271	2	false	0.27910430812843723	1.0	1.0917871541011313E-276	"dorsal thalamus"
ZFA:0001620	32520	63	633	3	920	27	2	false	0.2799852963502809	1.0	3.327759275781647E-99	"pronephric proximal convoluted tubule"
ZFA:0001550	32520	26	633	3	96	7	2	false	0.2834019675131413	1.0	4.8713957436396984E-24	"caudal fin lepidotrichium"
ZFA:0009017	32520	131	633	14	213	20	2	false	0.28532422114538947	1.0	3.994022535504318E-61	"monoblast"
ZFA:0009166	32520	50	633	3	6006	224	2	false	0.28585375711211436	1.0	4.3917005022618124E-125	"mesenchyme condensation cell"
ZFA:0007050	32520	27	633	2	76	3	1	false	0.2862588904694113	1.0	3.5128721394304526E-21	"constrictor dorsalis"
ZFA:0001231	32520	29	633	2	6291	230	3	false	0.28678664922832886	1.0	6.482436588792216E-80	"pharyngeal arch 4 skeleton"
ZFA:0000648	32520	8	633	1	625	26	2	false	0.2895672790245038	1.0	1.8114029524605963E-18	"dorsal fin musculature"
ZFA:0000488	32520	91	633	5	907	36	2	false	0.2895860713777684	1.0	1.0427521666049425E-127	"ceratobranchial bone"
ZFA:0001195	32520	30	633	2	8652	308	2	false	0.28966330236153	1.0	2.147953152148862E-86	"pars anterior"
ZFA:0005116	32520	6	633	1	219	12	1	false	0.28976401114200867	1.0	6.9930425332137655E-12	"secondary posterior lateral line primordium"
ZFA:0009012	32520	9	633	1	6006	224	1	false	0.289876493022712	1.0	3.590041547936992E-29	"neuroplacodal cell"
ZFA:0001399	32520	149	633	10	450	25	3	false	0.29143166634126866	1.0	2.0243273037787384E-123	"palatoquadrate cartilage"
ZFA:0000725	32520	10	633	1	2129	72	1	false	0.2916237038378502	1.0	1.9373123532679517E-27	"somite 11"
ZFA:0000007	32520	605	633	30	1617	73	2	false	0.29196204297432193	1.0	0.0	"blood"
ZFA:0009307	32520	2535	633	99	6006	224	1	false	0.2920347263529419	1.0	0.0	"somatic stem cell"
ZFA:0001464	32520	254	633	11	8652	308	2	false	0.29510178398024933	1.0	0.0	"retinal outer nuclear layer"
ZFA:0000101	32520	1950	633	73	7683	271	3	false	0.29593736683852906	1.0	0.0	"diencephalon"
ZFA:0000678	32520	26	633	2	190	8	3	false	0.3006880411425419	1.0	1.3694865665910373E-32	"hair cell anterior macula"
ZFA:0001027	32520	9	633	1	667	26	2	false	0.302361135841423	1.0	1.4661247243936795E-20	"oral cavity"
ZFA:0009323	32520	56	633	5	440	29	3	false	0.30334277427085926	1.0	2.5516640622701046E-72	"thrombocyte"
ZFA:0001679	32520	731	633	29	8689	311	3	false	0.30634389390343897	1.0	0.0	"solid lens vesicle"
ZFA:0000118	32520	233	633	10	7862	278	3	false	0.3100767417170277	1.0	0.0	"hypophysis"
ZFA:0001453	32520	1517	633	58	8681	311	2	false	0.3116643458754728	1.0	0.0	"pectoral fin field"
ZFA:0000668	32520	10	633	1	250	9	2	false	0.31170688225669624	1.0	4.566099206480853E-18	"cranial nerve IX"
ZFA:0009354	32520	80	633	7	664	46	2	false	0.3120036801398164	1.0	1.7215281886427795E-105	"hematopoietic multipotent progenitor cell"
ZFA:0009168	32520	459	633	17	1656	54	1	false	0.31208666921452355	1.0	0.0	"neuroblast (sensu Vertebrata)"
ZFA:0000108	32520	1988	633	80	2941	114	1	false	0.312247140787375	1.0	0.0	"fin"
ZFA:0000351	32520	176	633	8	6299	230	2	false	0.3136355949971987	1.0	0.0	"olfactory region"
ZFA:0001336	32520	6	633	1	183	11	2	false	0.3142917965143781	1.0	2.0825042934502277E-11	"neural spine"
ZFA:0007067	32520	52	633	3	76	3	1	false	0.31436699857752026	1.0	2.6541700609029817E-20	"vagal ganglion"
ZFA:0001558	32520	94	633	4	1123	34	2	false	0.31574299126126143	1.0	1.0965595281706333E-139	"pronephric tubule"
ZFA:0001338	32520	1262	633	48	7565	268	3	false	0.31592034160003346	1.0	0.0	"intestine"
ZFA:0005042	32520	1572	633	60	5387	194	2	false	0.3182649924496578	1.0	0.0	"posterior lateral plate mesoderm"
ZFA:0009221	32520	5	633	1	218	16	1	false	0.31942894041629283	1.0	2.552460524622933E-10	"UV sensitive photoreceptor cell"
ZFA:0009084	32520	95	633	6	589	29	4	false	0.3196619689617689	1.0	2.173186407685944E-112	"chondrocyte"
ZFA:0000040	32520	584	633	25	2941	114	1	false	0.3214621671650589	1.0	0.0	"median fin fold"
ZFA:0001478	32520	6290	633	230	8575	308	1	false	0.322212249282139	1.0	0.0	"anatomical cluster"
ZFA:0009157	32520	31	633	2	6006	224	1	false	0.32264485394461107	1.0	6.4946816109188655E-84	"keratin accumulating cell"
ZFA:0000588	32520	73	633	3	1898	52	4	false	0.323124052569402	1.0	8.786837645722483E-134	"statoacoustic (VIII) ganglion"
ZFA:0000046	32520	1095	633	42	8652	308	3	false	0.3242598398605728	1.0	0.0	"retinal neural layer"
ZFA:0007045	32520	590	633	22	5682	190	3	false	0.32543373145260623	1.0	0.0	"midbrain hindbrain boundary neural keel"
ZFA:0005281	32520	33	633	2	7681	271	2	false	0.32558416161341425	1.0	5.620765827352882E-92	"renal corpuscle"
ZFA:0000006	32520	79	633	4	7001	256	2	false	0.3271681041865631	1.0	2.3759335069469787E-187	"ball"
ZFA:0001228	32520	32	633	2	6294	230	3	false	0.32751818690128276	1.0	7.7410169747357365E-87	"pharyngeal arch 3 skeleton"
ZFA:0001318	32520	11	633	1	8652	308	2	false	0.32898282011971686	1.0	1.9753133039073978E-36	"cardiac jelly"
ZFA:0000068	32520	11	633	1	8681	311	2	false	0.33071606987292873	1.0	1.9038865184413926E-36	"proneural cluster"
ZFA:0007044	32520	593	633	22	6175	206	3	false	0.3307192934383131	1.0	0.0	"midbrain hindbrain boundary neural plate"
ZFA:0000135	32520	1044	633	40	8652	308	2	false	0.33247761095602835	1.0	0.0	"notochord"
ZFA:0001692	32520	11	633	1	2380	86	2	false	0.33349464716235355	1.0	2.943473967100904E-30	"hindbrain commissure"
ZFA:0001273	32520	308	633	13	6290	230	3	false	0.3365015877551948	1.0	0.0	"ventral mandibular arch"
ZFA:0001522	32520	10	633	1	1019	41	2	false	0.33803115867798017	1.0	3.142388852847464E-24	"hypobranchial cartilage"
ZFA:0001689	32520	633	633	23	12143	399	1	false	0.3385620235336188	1.0	0.0	"anatomical line"
ZFA:0000191	32520	31	633	2	441	17	4	false	0.3389468718239351	1.0	2.5485481675464302E-48	"dentary"
ZFA:0007041	32520	2565	633	95	8652	308	3	false	0.3402434830298691	1.0	0.0	"forebrain neural tube"
ZFA:0005346	32520	7	633	1	55	3	2	false	0.3407280350676523	1.0	4.9278628634898985E-9	"extrapancreatic duct"
ZFA:0001670	32520	34	633	2	8652	308	3	false	0.3425932555923028	1.0	4.329118999212856E-96	"notochord posterior region"
ZFA:0009154	32520	158	633	10	403	22	3	false	0.34308423607499045	1.0	1.535369052818172E-116	"eye photoreceptor cell"
ZFA:0000159	32520	59	633	3	7710	271	3	false	0.3436622553745886	1.0	7.988006927400022E-150	"tectal ventricle"
ZFA:0005903	32520	20	633	2	50	3	1	false	0.34897959183673355	1.0	2.1218262567674248E-14	"cartilaginous projection"
ZFA:0000092	32520	387	633	16	6827	251	1	false	0.3494541634632603	1.0	0.0	"axis"
ZFA:0001377	32520	5389	633	194	8179	289	1	false	0.350458346182559	1.0	0.0	"presumptive mesoderm"
ZFA:0001555	32520	76	633	3	687	19	2	false	0.3521966929834387	1.0	3.4534711202447823E-103	"epibranchial ganglion"
ZFA:0005162	32520	55	633	3	4439	170	2	false	0.3527249622961588	1.0	4.455358126775212E-128	"digestive system duct"
ZFA:0000029	32520	2309	633	84	7862	275	3	false	0.35347086462469474	1.0	0.0	"hindbrain"
ZFA:0000290	32520	34	633	2	6299	230	2	false	0.3540997121329804	1.0	2.1561436962429106E-91	"sphenoid region"
ZFA:0000386	32520	110	633	5	8652	308	2	false	0.3542518503307499	1.0	2.6321047525725917E-255	"macula"
ZFA:0000262	32520	48	633	1	135	1	1	false	0.35555555555556395	1.0	9.72525055558598E-38	"posterior semicircular canal"
ZFA:0001616	32520	19	633	1	140	3	2	false	0.35658429777916023	1.0	7.314149787202838E-24	"atrioventricular canal endocardium"
ZFA:0001507	32520	36	633	3	238	14	3	false	0.3569101597828325	1.0	1.6796223811942342E-43	"trabecula cranii"
ZFA:0001269	32520	214	633	10	1988	80	1	false	0.35701981488029144	1.0	4.367516723140549E-294	"regenerating fin"
ZFA:0007034	32520	2575	633	95	8652	308	3	false	0.35703119842566455	1.0	0.0	"forebrain neural rod"
ZFA:0009018	32520	5	633	2	8	2	2	false	0.35714285714285693	1.0	0.01785714285714285	"neutrophilic myeloblast"
ZFA:0001671	32520	94	633	5	1932	81	2	false	0.35881047642297936	1.0	1.4141952095282112E-162	"macula communis"
ZFA:0000369	32520	31	633	2	76	3	1	false	0.3615931721194833	1.0	5.2168495661224305E-22	"intermandibularis"
ZFA:0001089	32520	157	633	8	950	41	2	false	0.36293085731650443	1.0	3.1659974254671037E-184	"myoseptum"
ZFA:0000091	32520	1065	633	40	8179	289	2	false	0.3629440272763783	1.0	0.0	"axial chorda mesoderm"
ZFA:0005021	32520	8	633	1	40	2	1	false	0.3641025641025656	1.0	1.3003108978341203E-8	"cerebellar central artery"
ZFA:0007018	32520	2581	633	95	8652	308	3	false	0.36722830906851767	1.0	0.0	"forebrain neural plate"
ZFA:0007026	32520	2581	633	95	8652	308	3	false	0.36722830906851767	1.0	0.0	"forebrain neural keel"
ZFA:0005179	32520	16	633	1	114	3	1	false	0.36748952026085	1.0	7.754362736743196E-20	"MiP motor neuron"
ZFA:0000578	32520	24	633	2	340	18	8	false	0.3681712086457019	1.0	2.5013341709338532E-37	"ceratohyal bone"
ZFA:0005466	32520	24	633	2	321	17	1	false	0.3685107243110505	1.0	1.04582278699693E-36	"ceratohyal-ventral hypohyal joint"
ZFA:0005467	32520	24	633	2	321	17	1	false	0.3685107243110505	1.0	1.04582278699693E-36	"ceratohyal-dorsal hypohyal joint"
ZFA:0005497	32520	24	633	2	321	17	1	false	0.3685107243110505	1.0	1.04582278699693E-36	"epihyal-ceratohyal joint"
ZFA:0001662	32520	41	633	1	289	3	2	false	0.36917119789091396	1.0	8.352963686551153E-51	"preglomerular nucleus"
ZFA:0000819	32520	19	633	1	51	1	1	false	0.3725490196078436	1.0	2.0635800457973198E-14	"postcommissural nucleus of ventral telencephalon"
